adresse_code,patient_code,pays_code,ville,code_postal,rue,numero_rue,date_debut_validite,date_fin_validite,date_creation,date_derniere_modification
ADR_0016769,PAT_08321,CH,Didierboeuf,5644,rue Marine Barbe,109,1982-12-22,1987-02-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016770,PAT_08321,FR,Grondin,34802,rue Isaac Maillot,68,1988-02-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016771,PAT_08322,IT,Schmitt,11409,chemin Mercier,44,1969-12-26,1972-09-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016772,PAT_08322,IT,RossiBourg,27478,chemin Pages,143,1973-03-09,1976-02-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016773,PAT_08322,IT,Hernandez,14247,rue de Royer,47,1977-01-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016774,PAT_08323,DE,Peltier,25928,chemin de Leduc,47,2028-10-30,2032-01-22,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016775,PAT_08323,DE,Moreno-sur-Tanguy,51801,boulevard Pascal,3,2032-10-13,2036-01-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016776,PAT_08323,DE,Joubert-la-Forêt,56474,avenue Constance Wagner,53,2036-09-24,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016777,PAT_08324,DE,Valette-la-Forêt,58743,boulevard Foucher,102,2110-07-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016778,PAT_08325,IT,SimonBourg,94100,chemin de Lévy,97,2013-03-30,2014-07-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016779,PAT_08325,IT,Saint Christelle-les-Bains,15451,rue de Lemonnier,183,2014-09-06,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016780,PAT_08326,DE,Moreno,83104,rue Delahaye,60,1993-04-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016781,PAT_08327,DE,JolyBourg,56545,avenue Grégoire,199,1998-11-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016782,PAT_08328,CH,David-sur-Mer,1920,rue Raynaud,89,1972-01-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016783,PAT_08329,FR,Mathieunec,40394,rue Raymond Moulin,118,1994-08-04,1996-02-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016784,PAT_08329,IT,Fischer,23991,rue de Pascal,183,1996-03-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016785,PAT_08330,IT,Sainte Pauline,59427,chemin de Blondel,27,1998-12-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016786,PAT_08331,CH,AubryBourg,3310,avenue de Bazin,161,1957-11-09,1961-10-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016787,PAT_08331,CH,Goncalves,1960,boulevard Martineau,139,1962-03-31,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016788,PAT_08332,FR,Marques,61346,rue de Dupré,68,2003-09-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016789,PAT_08333,FR,Lemoine-sur-Payet,17941,avenue Parent,186,2001-01-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016790,PAT_08334,DE,BlondelVille,20719,chemin de Tanguy,146,2028-11-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016791,PAT_08335,DE,Martin,63211,avenue Alphonse Delaunay,159,2012-02-04,2015-11-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016792,PAT_08335,FR,Collin-la-Forêt,21008,rue Ruiz,181,2015-12-17,2019-02-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016793,PAT_08335,CH,Mace-les-Bains,7422,rue Letellier,69,2019-03-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016794,PAT_08336,IT,Paul,66451,avenue Margaud Delattre,106,2003-05-02,2007-05-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016795,PAT_08336,CH,Bertin,1509,rue Jacquet,112,2008-05-03,2012-03-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016796,PAT_08336,DE,Saint Hortenseboeuf,24900,boulevard de Brunel,87,2012-12-06,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016797,PAT_08337,IT,Chevallierdan,36482,avenue Margaret Humbert,164,2007-06-21,2008-07-10,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016798,PAT_08337,IT,Noël,61592,avenue Georges,73,2009-01-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016799,PAT_08338,IT,Chrétien-les-Bains,34364,boulevard Hugues Colas,23,2005-11-06,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016800,PAT_08339,FR,Clerc,64631,avenue Dumont,199,1961-07-28,1966-04-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016801,PAT_08339,CH,Fournier,3393,avenue de Millet,56,1966-08-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016802,PAT_08340,IT,Bonneau,25213,avenue Gilles Pons,115,1980-12-10,1982-03-31,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016803,PAT_08340,DE,BruneauBourg,25864,rue de Rodriguez,200,1982-12-25,1985-02-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016804,PAT_08340,CH,Texier-sur-Hamon,4668,rue Frédérique David,117,1985-08-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016805,PAT_08341,CH,Gros-sur-Blondel,4468,avenue Allain,147,1965-08-26,1970-01-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016806,PAT_08341,CH,Dijouxboeuf,5781,chemin Marianne Poulain,74,1970-06-24,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016807,PAT_08342,FR,Saint Isaac,61075,rue Diaz,115,1992-03-10,1993-07-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016808,PAT_08342,FR,Bergernec,37425,chemin Perrin,105,1994-07-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016809,PAT_08343,FR,Bailly,63213,rue de Rousset,14,1989-02-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016810,PAT_08344,DE,Saint Stéphanie,57757,rue Nicole Monnier,149,2002-09-25,2005-05-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016811,PAT_08344,IT,Rolland-les-Bains,53522,chemin de Hubert,44,2005-06-06,2008-11-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016812,PAT_08344,CH,Weiss-sur-Mer,2589,rue de Barbier,20,2009-03-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016813,PAT_08345,CH,Gilbert-les-Bains,7116,boulevard de Breton,196,1999-08-25,2001-02-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016814,PAT_08345,DE,Le Roux-sur-Mer,29797,boulevard Maryse Léger,12,2001-12-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016815,PAT_08346,CH,Pires-la-Forêt,7464,rue Gomes,32,1995-03-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016816,PAT_08347,CH,Coste,7492,avenue Robert Delahaye,54,1974-05-01,1978-12-22,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016817,PAT_08347,FR,Sainte Alexdan,91476,rue Étienne Devaux,175,1979-08-04,1982-06-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016818,PAT_08347,CH,Sainte Alicenec,7130,chemin Peltier,34,1982-08-24,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016819,PAT_08348,DE,Le Gall,31432,chemin de Bègue,16,1987-11-13,1989-02-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016820,PAT_08348,FR,Sainte Olivierdan,64168,boulevard Fabre,108,1989-07-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016821,PAT_08349,IT,Gillet,92793,avenue Élodie Paris,41,1984-06-24,1986-07-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016822,PAT_08349,CH,Saint Noémi,4524,avenue de Faure,193,1987-04-12,1989-09-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016823,PAT_08349,CH,Perez,3715,avenue de Moreno,11,1990-06-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016824,PAT_08350,FR,Sainte Laurent,51901,boulevard Anastasie Meunier,37,1985-01-19,1987-07-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016825,PAT_08350,DE,Philippe,42262,boulevard de Barbe,154,1987-08-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016826,PAT_08351,CH,Roussetdan,1446,chemin Lopez,32,1991-03-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016827,PAT_08352,IT,FrançoisVille,53985,rue de Texier,152,1959-05-23,1962-05-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016828,PAT_08352,DE,ColinBourg,80341,avenue Christine Potier,36,1963-04-26,1967-12-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016829,PAT_08352,CH,Bourdonboeuf,5484,chemin Nath Fleury,128,1968-08-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016830,PAT_08353,DE,Chartier-sur-Mer,27204,avenue de Laurent,5,1984-02-19,1986-06-29,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016831,PAT_08353,DE,Reyboeuf,76376,avenue Benjamin Bouchet,172,1986-12-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016832,PAT_08354,FR,Rousseau,88397,rue Stéphanie Marty,153,2000-04-10,2001-06-01,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016833,PAT_08354,IT,Gilbert,55845,boulevard André Collet,94,2001-09-26,2002-12-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016834,PAT_08354,IT,Simon-sur-Ollivier,59772,rue de Poulain,105,2003-08-11,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016835,PAT_08355,FR,Barbier,77918,rue Susanne Guillou,53,2007-11-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016836,PAT_08356,FR,Navarro-sur-Noël,30418,boulevard Capucine Bigot,56,1961-05-03,1963-07-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016837,PAT_08356,DE,Maury-les-Bains,97635,boulevard de Gillet,66,1964-05-15,1965-08-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016838,PAT_08356,DE,Saint Emmanuel-sur-Mer,45273,rue Bernard Pires,145,1966-03-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016839,PAT_08357,CH,Mathieu-sur-Lopez,3811,chemin Alexandria Bousquet,147,1996-01-13,1999-07-01,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016840,PAT_08357,DE,Da Costa,10351,avenue Perrot,121,1999-11-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016841,PAT_08358,FR,Saint Stéphane,30057,boulevard de Leduc,39,1987-12-02,1992-03-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016842,PAT_08358,IT,Saint Adrien,61235,chemin de Evrard,37,1992-12-06,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016843,PAT_08359,DE,Pichon,22594,rue de Da Costa,46,1979-01-26,1981-09-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016844,PAT_08359,IT,Bouviernec,18147,rue Honoré Schmitt,189,1981-12-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016845,PAT_08360,CH,Sainte Adèle-sur-Mer,6012,avenue Renaud,200,1998-08-26,2003-05-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016846,PAT_08360,DE,Sainte Claudine,58558,chemin de Boucher,198,2004-03-30,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016847,PAT_08361,DE,Saint Dianedan,15085,rue Bertrand,147,1979-09-11,1981-06-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016848,PAT_08361,CH,Pottier,7852,rue Grondin,8,1982-05-05,1983-09-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016849,PAT_08361,DE,FoucherBourg,26502,rue de Gallet,63,1984-06-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016850,PAT_08362,FR,Saint Stéphane-la-Forêt,93478,rue Marchand,78,1968-02-20,1969-11-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016851,PAT_08362,DE,Morvan,34300,boulevard de Parent,118,1970-06-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016852,PAT_08363,CH,Saint Vincent,2423,rue Margot Perrot,138,2004-09-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016853,PAT_08364,FR,Fernandez-les-Bains,18393,boulevard Lelièvre,139,1997-11-22,2002-05-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016854,PAT_08364,DE,Olivier,94684,rue Pineau,14,2003-04-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016855,PAT_08365,CH,Leroy,3144,chemin Capucine Le Goff,35,2007-07-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016856,PAT_08366,CH,Gautiernec,6967,rue Grégoire Roger,158,2006-04-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016857,PAT_08367,FR,ChauveauBourg,17300,chemin de Ruiz,59,2003-08-28,2006-12-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016858,PAT_08367,CH,Le GallBourg,2352,rue Lemonnier,64,2007-06-08,2009-06-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016859,PAT_08367,CH,Saint Thérèse,3514,rue Caron,167,2009-08-25,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016860,PAT_08368,DE,Tessier-sur-Colas,23158,rue de Pottier,92,1955-11-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016861,PAT_08369,FR,PascalBourg,70895,rue de Denis,107,1997-08-31,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016862,PAT_08370,IT,Bouvier,35058,boulevard Caron,154,1986-07-22,1990-11-30,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016863,PAT_08370,CH,Roux,4046,boulevard de Pereira,50,1991-05-17,1993-04-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016864,PAT_08370,DE,Rivièreboeuf,21726,avenue Hélène Millet,145,1994-02-24,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016865,PAT_08371,IT,Sainte Patrickboeuf,68284,rue de Barthelemy,4,1978-01-23,1982-12-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016866,PAT_08371,FR,Tessier,95399,rue François Martinez,84,1983-01-18,1986-05-10,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016867,PAT_08371,CH,Sainte Victor,1050,rue de Lacroix,143,1987-02-25,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016868,PAT_08372,DE,Bourdon,82546,rue Charrier,184,2007-03-17,2008-06-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016869,PAT_08372,DE,Sainte Antoinette,37098,rue Audrey Brunet,91,2008-12-12,2010-03-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016870,PAT_08372,FR,Perrindan,13464,boulevard Olivier,61,2011-02-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016871,PAT_08373,DE,Sainte OdetteBourg,90477,avenue Thibault Simon,12,1976-06-18,1978-02-01,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016872,PAT_08373,CH,AdamBourg,3555,rue de Leclerc,58,1978-12-06,1982-05-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016873,PAT_08373,FR,Georgesdan,51866,avenue Blot,107,1982-12-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016874,PAT_08374,FR,Fabre,65875,rue Camille Clément,171,2015-09-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016875,PAT_08375,DE,Delahaye,30513,rue de Duhamel,32,1964-09-25,1967-09-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016876,PAT_08375,IT,Sainte Honoré,90442,chemin Adrien Baron,162,1968-06-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016877,PAT_08376,FR,Weiss,27518,rue Élise Gauthier,19,2018-06-11,2022-04-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016878,PAT_08376,IT,Imbert-sur-Mer,74727,rue Capucine Lefort,140,2022-06-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016879,PAT_08377,DE,Sainte Roger,86235,rue Manon Gauthier,155,1971-08-20,1973-12-01,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016880,PAT_08377,FR,Saint Richard,51995,rue de Vaillant,101,1974-06-26,1977-05-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016881,PAT_08377,DE,Saint Frédérique,85981,rue de Munoz,57,1978-04-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016882,PAT_08378,FR,PasquierVille,11476,chemin Virginie Teixeira,130,1994-12-05,1999-02-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016883,PAT_08378,CH,Sainte Franck,8402,rue de Imbert,16,2000-01-02,2002-02-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016884,PAT_08378,FR,PerrinVille,24026,boulevard Marcelle Couturier,94,2002-09-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016885,PAT_08379,IT,Saint Éléonore,17471,rue Da Costa,28,1981-05-07,1985-07-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016886,PAT_08379,DE,Saint Isabelle,89363,rue Tristan Buisson,40,1986-04-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016887,PAT_08380,DE,Lemaire-sur-Valentin,62016,avenue Charlotte Masse,7,2011-06-25,2013-05-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016888,PAT_08380,FR,JulienVille,11391,rue Clémence Gallet,4,2013-06-27,2015-05-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016889,PAT_08380,CH,Mauryboeuf,2571,rue de Daniel,192,2015-07-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016890,PAT_08381,IT,Leleu,24791,avenue Joséphine Costa,165,2008-08-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016891,PAT_08382,DE,Garnier,96315,avenue Delmas,104,1990-02-19,1991-03-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016892,PAT_08382,IT,Lopes,28729,avenue Roger,119,1991-05-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016893,PAT_08383,DE,Reynaud,55423,chemin Le Roux,109,2011-05-11,2013-04-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016894,PAT_08383,IT,Sainte Georges,79738,rue Schmitt,162,2014-03-01,2016-06-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016895,PAT_08383,DE,Pierre-sur-Aubry,59099,rue Fabre,5,2017-02-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016896,PAT_08384,FR,Étienne,54645,rue de Moreno,83,1974-01-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016897,PAT_08385,DE,Perretdan,14335,chemin Blot,37,1999-01-22,2000-03-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016898,PAT_08385,DE,Saint Thomas,88010,rue de Lebrun,72,2000-11-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016899,PAT_08386,DE,Pierre,70635,chemin Manon Lévêque,123,1999-02-13,2002-07-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016900,PAT_08386,IT,Cohendan,69205,rue Guyot,48,2003-01-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016901,PAT_08387,CH,Maurice,6198,boulevard Élise Daniel,37,2011-05-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016902,PAT_08388,CH,Imbert-sur-Dos Santos,5049,chemin Hamel,119,2016-10-01,2019-06-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016903,PAT_08388,DE,Étienne,81599,rue Thibault,130,2019-08-29,2022-04-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016904,PAT_08388,FR,Sainte Alice,46846,rue de Pires,96,2022-12-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016905,PAT_08389,CH,Saint VincentBourg,6473,rue Victor Pelletier,122,2014-04-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016906,PAT_08390,CH,Lemaître,7547,chemin Anastasie Julien,158,1969-08-16,1972-02-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016907,PAT_08390,CH,Foucher,2722,boulevard de Jacob,93,1972-03-16,1975-08-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016908,PAT_08390,IT,Blindan,66346,avenue de Maury,180,1975-10-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016909,PAT_08391,FR,Masse,26648,chemin Coste,12,1975-02-09,1978-06-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016910,PAT_08391,FR,Bertrand,24195,avenue de Buisson,124,1979-05-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016911,PAT_08392,DE,Charles,51972,rue de Bailly,131,1975-02-01,1978-02-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016912,PAT_08392,CH,Hervé,1927,rue de Julien,29,1978-10-11,1979-12-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016913,PAT_08392,CH,Saint Jean,2271,rue de Verdier,3,1980-09-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016914,PAT_08393,IT,BertinBourg,24970,avenue de Huet,33,2002-07-24,2005-06-22,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016915,PAT_08393,IT,Lebreton-sur-Mer,97690,avenue Henriette Philippe,91,2006-05-23,2008-02-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016916,PAT_08393,IT,Charpentier,68810,boulevard de Menard,28,2008-04-26,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016917,PAT_08394,CH,Sainte Alfred,6739,rue de Lefort,65,1979-03-02,1981-07-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016918,PAT_08394,CH,Sainte Jeannine,9939,rue Da Costa,29,1982-05-26,1987-04-30,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016919,PAT_08394,FR,Saint LucieVille,17382,boulevard Marcelle Traore,170,1988-01-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016920,PAT_08395,CH,Boulanger-sur-Bigot,2746,rue de Rivière,172,1986-01-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016921,PAT_08396,DE,Allaindan,98020,rue de Roy,64,1958-11-05,1961-02-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016922,PAT_08396,CH,Thomas,2254,chemin Honoré Nguyen,9,1961-07-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016923,PAT_08397,DE,Guillou,67885,rue Bègue,76,1991-09-02,1993-07-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016924,PAT_08397,CH,Bertrandnec,7975,chemin de Torres,103,1993-08-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016925,PAT_08398,DE,Simon,83933,rue Paul Gay,131,1999-10-11,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016926,PAT_08399,CH,Joly,3366,chemin Bourdon,25,1968-07-17,1969-11-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016927,PAT_08399,FR,Morel,41419,boulevard Emmanuelle Blondel,3,1970-02-09,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016928,PAT_08400,IT,Perrot,11747,rue Laurent,89,1989-09-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016929,PAT_08401,FR,Morvannec,21529,avenue de Samson,78,1971-08-10,1976-03-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016930,PAT_08401,IT,Da Silva,72997,rue Gauthier,101,1977-01-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016931,PAT_08402,FR,Menard,28526,chemin de Lombard,122,2039-01-07,2043-02-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016932,PAT_08402,FR,Le Goff,29180,boulevard Guilbert,176,2044-02-05,2048-07-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016933,PAT_08402,DE,Rodriguez,76578,avenue Didier,114,2049-02-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016934,PAT_08403,CH,Lebon,7956,rue Lebrun,133,2022-12-07,2026-08-27,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016935,PAT_08403,IT,Saint Jean,52908,rue Claire Colin,171,2027-07-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016936,PAT_08404,DE,LegrandVille,93571,boulevard de Boucher,3,1978-06-08,1981-12-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016937,PAT_08404,DE,Delahayedan,61254,rue de Chauvet,147,1982-05-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016938,PAT_08405,FR,Gosselin-les-Bains,12299,rue de Brun,87,2009-05-01,2012-06-22,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016939,PAT_08405,CH,Legros,4872,avenue Marchand,48,2012-09-22,2017-05-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016940,PAT_08405,FR,Wagner,60648,avenue Hugues Verdier,53,2018-03-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016941,PAT_08406,DE,Bretonboeuf,83730,rue de Mahe,181,2010-03-26,2011-12-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016942,PAT_08406,CH,Boutin,6654,chemin Gallet,52,2012-09-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016943,PAT_08407,FR,Ferreira,45890,chemin Corinne Weber,188,1977-04-30,1981-04-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016944,PAT_08407,IT,Peron,79812,chemin Noémi Mace,27,1981-10-02,1986-09-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016945,PAT_08407,CH,Rousset-sur-Mer,6985,avenue Leconte,193,1987-03-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016946,PAT_08408,DE,Poirier,30843,boulevard de Andre,123,1978-10-31,1980-11-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016947,PAT_08408,DE,Fleury,92466,rue Garnier,104,1981-11-22,1984-09-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0016948,PAT_08408,FR,Olivier,52076,avenue de Delattre,55,1985-01-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
