patient_code,prenom,nom,sexe_code,date_naissance,ville_naissance,pays_naissance_code,nationalite_code,date_deces,ville_deces,etat_civil_code,numero_securite_sociale,confession_code,indicateur_vip,date_creation,date_derniere_modification
PAT_08772,Olivie,Lelièvre,M,1994-10-05,Sainte Émile,IT,IT,,,VE,5457091943926,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08773,Luce,Bonnin,F,1963-09-24,BazinBourg,IT,IT,,,MA,8386750718978,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08774,Hugues,Brunel,M,1997-05-04,Dupuis,DE,DE,,,VE,0868225701534,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08775,Michelle,Alexandre,M,1993-12-28,Saint HélèneBourg,CH,CH,,,IN,3046801797982,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08776,Gilbert,Roche,M,1984-08-20,Pinto-la-Forêt,CH,CH,,,SE,1187088635643,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08777,Aimée,Joseph,F,1967-09-21,Dijoux-sur-Léger,DE,ES,,,DI,4200728237161,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08778,Margot,Henry,M,1986-09-22,Menard,CH,GB,,,VE,4404530165673,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08779,Colette,Bouchet,M,1980-03-02,CohenVille,DE,DE,,,CE,3438994424391,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08780,Xavier,Lemonnier,F,1960-11-16,MerleVille,DE,ES,,,MA,7960229011970,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08781,Claudine,Delorme,M,1957-06-22,Saint Lorrainenec,CH,CH,,,IN,1052678345460,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08782,Camille,Clerc,M,2004-11-21,Lemaire,DE,DE,,,DI,0894945682357,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08783,Antoine,Launay,M,1993-09-25,Fournier,IT,IT,,,,1578010284295,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08784,Clémence,Da Silva,F,1957-04-06,Evrard-sur-Mer,FR,FR,,,CE,8700062081581,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08785,Patricia,Tanguy,M,1951-12-24,Besnard,DE,DE,1978-09-21,Foucher-la-Forêt,DI,9091044489320,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08786,Denise,Pierre,F,1992-03-07,Saint Pierre,CH,CH,,,IN,4767823037862,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08787,Diane,Lecoq,F,2013-12-08,Pinto,IT,IT,,,CE,4055547043785,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08788,Marcel,Lesage,F,1978-02-13,Delmas,FR,FR,,,CE,2223066095833,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08789,Roland,Blot,M,1966-04-06,Sainte Rémy,CH,CH,,,VE,0928702715136,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08790,Laure,Dumont,F,1998-10-26,GonzalezVille,FR,FR,,,DI,3093166757676,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08791,Laetitia,Dubois,F,1981-11-11,Lemaire,FR,FR,1995-04-02,Lenoir-sur-Mer,MA,2915556676449,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08792,Sophie,Dupré,M,1997-05-16,Boucher-sur-Mer,CH,CH,,,CE,4773770534397,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08793,Nicole,Perez,F,1970-12-20,Teixeiraboeuf,CH,CH,,,CE,9261671604822,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08794,Océane,Ferrand,M,1964-09-07,Da Costa-la-Forêt,DE,GB,,,MA,9886330131743,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08795,René,Dupont,M,1800-01-01,Guilbertboeuf,CH,CH,,,DI,2777603216862,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08796,Noémi,Coste,F,1973-12-23,Laurent,DE,DE,,,MA,6478122624425,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08797,Luc,Lemoine,F,1952-04-18,Sainte Lorraine,CH,CH,,,VE,6953614060445,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08798,Alix,Nguyen,F,1992-12-07,Sainte Honoré,DE,DE,,,MA,0905023808416,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08799,Audrey,Legendre,F,1980-05-21,Valette-sur-Vincent,CH,GB,,,IN,8386905882698,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08800,Gérard,Bernier,M,1956-09-24,Leroux,IT,IT,,,DI,0869686891380,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08801,Lucas,Delahaye,F,1969-02-18,Saint Julie,DE,DE,1977-10-21,,IN,7381596720469,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08802,Joséphine,Delmas,F,1993-02-03,Maréchal-sur-Weber,CH,CH,,,IN,9048925266328,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08803,Louis,Vasseur,F,1971-08-28,Saint Patrick,CH,CH,,,VE,9207453308458,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08804,Agathe,Alexandre,F,1968-10-26,Aubry,IT,IT,,,DI,2968012658783,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08805,Adrien,Moulin,M,2000-01-19,Sainte Jeannine,IT,IT,,,IN,1626328223301,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08806,Lucy,Allain,F,2005-08-10,Sainte RobertVille,FR,FR,,,VE,4202191190342,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08807,Suzanne,Arnaud,M,1993-04-06,Guillaume-les-Bains,FR,FR,,,MA,5761540926567,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08808,André,Lemaire,M,1971-11-03,Techer,FR,FR,,,IN,2999896329806,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08809,Julie,Hamon,IN,1971-03-12,Morin,CH,CH,,,SE,4871521365314,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08810,Frédérique,Millet,M,1957-11-06,Saint Stéphane,FR,FR,,,IN,6618452453724,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08811,Gilbert,Bourgeois,F,1985-02-28,Saint MartineVille,CH,CH,,,SE,2330675657364,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08812,Patricia,Jacquot,M,1956-09-20,Blondel-les-Bains,IT,IT,,,VE,4644337126686,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08813,Susan,Lefèvre,F,1957-03-04,Evrard,IT,IT,,,DI,7669087635371,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08814,Gérard,Jacquot,F,1980-05-08,Saint Bertrand,CH,CH,,,IN,7086773477290,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08815,Adélaïde,Léger,F,1951-09-18,Hervédan,DE,CH,,,SE,2718668111391,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08816,Martin,Blondel,M,1969-02-20,Hebert,IT,IT,,,CE,6044885996818,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08817,Olivie,Vallée,M,2006-12-05,Cohen-sur-Martins,FR,FR,2011-10-18,Laine-sur-Bouvet,DI,2329713372645,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08818,Henri,Dupuy,F,2100-01-01,Diaz,CH,CH,,,MA,7822661092012,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08819,Maggie,Millet,M,1992-10-23,Laine,IT,IT,1992-04-29,Peltier,VE,8674097431125,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08820,Véronique,Duval,F,1977-04-23,Clément,CH,CH,,,CE,3651432944798,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08821,Élise,Barbier,F,1967-05-10,Rodrigues-sur-Mer,IT,IT,,,CE,3534469928529,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08822,Paulette,Buisson,F,1970-11-10,Nguyen,IT,IT,,,IN,7265588496220,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08823,Robert,Payet,F,1957-03-21,Monnier-sur-Perrin,CH,DE,,,CE,1044787993538,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08824,Corinne,Le Goff,M,1957-06-26,Étienne,FR,FR,,,,1656918997530,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08825,Aimée,Jourdan,F,1960-02-10,Torresnec,IT,IT,,,IN,8543872912302,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08826,Philippine,Evrard,M,1978-10-08,PeltierBourg,IT,IT,2017-03-08,Maillot,SE,6413567964462,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08827,Jeanne,Dupont,F,1954-06-04,Vincent,CH,CH,,,DI,2124652213204,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08828,Denise,Denis,F,2000-12-01,Briand-sur-Petitjean,CH,FR,,,SE,5091784248759,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08829,Nathalie,Legendre,F,1952-12-08,Bailly,IT,IT,,,MA,4156684606558,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08830,Rémy,Traore,M,2010-03-01,De Sousanec,FR,FR,2016-07-07,,CE,2094290098790,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08831,François,Parent,F,1999-02-16,Garcia,IT,DE,,,CE,7949364089343,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08832,Valérie,Neveu,F,1969-03-25,Blanchet,CH,CH,,,MA,1575249114210,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08833,Françoise,Carre,M,1972-03-08,Rousset-sur-Noël,CH,CH,,,IN,1761714873102,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08834,Michèle,Germain,F,1972-01-23,Saint Marcelle,IT,IT,,,DI,2452206881584,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08835,Pierre,Hervé,F,1971-04-25,Mendès-la-Forêt,IT,GB,,,SE,5150510767439,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08836,Augustin,Gomez,M,1965-02-28,Michel,FR,FR,,,SE,2095209007356,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08837,Capucine,Pasquier,M,1993-02-24,Alves-sur-Perrot,IT,IT,,,CE,2855428452370,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08838,Sabine,Benard,M,1962-10-01,Rocher-sur-Becker,IT,IT,,,CE,4996376958283,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08839,Marc,Tessier,F,1968-10-05,Grégoire,DE,GB,,,DI,6145274302746,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08840,Danielle,Garnier,M,1951-10-02,Saint Margaud,CH,CH,,,IN,7542138283217,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08841,Honoré,Cohen,F,1990-06-15,Dialloboeuf,IT,IT,,,DI,2876887446915,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08842,Théophile,Cohen,M,1977-06-15,Techerdan,IT,IT,,,,4073116253555,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08843,Clémence,Maillard,F,1988-03-01,Bruneau,DE,GB,,,VE,6489780522009,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08844,Jules,Lemaître,F,1983-11-08,Neveu,IT,IT,,,DI,0502023115493,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08845,Georges,Marchand,F,1966-09-22,Buisson,IT,IT,,,SE,6524677629837,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08846,Caroline,Caron,M,1979-12-27,Gallet,DE,DE,,,CE,1177727327754,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08847,Jacqueline,Menard,F,1986-10-22,Godarddan,IT,IT,,,CE,1512402954997,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08848,Laetitia,Morel,M,1955-12-19,Sainte Charles,CH,CH,,,MA,8613529644835,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08849,Mathilde,Jacquet,F,1969-02-28,Marchal,IT,IT,,,CE,1498091512710,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08850,Joséphine,Jacquet,M,1976-08-21,Ruiznec,IT,DE,,,IN,3109686340533,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08851,Célina,Aubry,F,1970-09-25,Sainte Aurélie-les-Bains,IT,IT,,,SE,6638005830715,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08852,Louis,Potier,F,1976-07-03,Leblanc-sur-De Oliveira,CH,CH,,,DI,8089126648079,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08853,Margaux,Camus,F,1963-05-03,Saint Vincentboeuf,FR,FR,,,DI,8645663290899,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08854,Jacqueline,Louis,M,1990-10-08,Martinez,FR,FR,,,VE,5077677479122,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08855,Jean,Diallo,F,1975-10-28,Perretdan,DE,DE,,,MA,1892178656962,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08856,Rémy,Ferrand,M,1984-11-24,Sainte Thibaut,CH,CH,,,CE,8204360732156,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08857,Gérard,Meyer,F,1972-01-07,Marin,CH,CH,,,VE,0902473611895,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08858,William,Potier,M,1999-05-04,Chauvinboeuf,FR,FR,,,DI,2439617361207,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08859,Louis,Andre,M,1988-01-07,Tessier,FR,FR,,,MA,2595282813620,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08860,Frédéric,Lemonnier,M,1955-10-22,Baron,FR,FR,1997-01-16,Sainte LucieVille,DI,1671201849296,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08861,Bertrand,Maillot,M,1984-05-26,Marchal,CH,CH,,,SE,1710604472397,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08862,Yves,Berthelot,M,1984-06-22,Charpentier,DE,FR,,,IN,4931086749183,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08863,Adrienne,Hamon,M,1984-04-11,Marques-sur-Marchal,CH,CH,1995-01-14,LemoineBourg,VE,6110826187516,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08864,Audrey,Pascal,M,2018-01-02,Martins,FR,FR,,,CE,7502822967481,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08865,Alix,Descamps,F,1997-01-14,Bonninnec,IT,IT,,,CE,0761273971660,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08866,Arnaude,Grégoire,M,1968-12-27,Sainte Patricia,CH,CH,,,SE,8992010246830,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08867,Aimé,Hernandez,F,1950-09-19,Robin-sur-Martinez,FR,FR,,,SE,4011441511649,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08868,Constance,Delattre,M,1999-06-14,Sainte Luc,DE,DE,,,CE,7661526769923,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08869,Édouard,Reynaud,F,1976-02-28,Sainte Vincentdan,FR,FR,,,IN,2083064051136,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08870,Gabrielle,Lebrun,F,1990-06-15,Morin,DE,DE,,,VE,6020536126466,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08871,Lorraine,Wagner,F,1985-05-08,Pineau-sur-Guillon,FR,FR,,,MA,3639663835668,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08872,Nicolas,Hubert,F,1991-12-25,Berthelotnec,CH,CH,2023-01-08,Saint Daniel,VE,1666409952293,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08873,Marguerite,Bazin,F,2000-09-09,Da Silvaboeuf,IT,IT,,,SE,3274926416175,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08874,Madeleine,Potier,F,1983-08-28,Saint Arthur,FR,FR,,,CE,7583733891327,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08875,Alexandrie,Guichard,M,1986-04-26,PierreBourg,FR,FR,,,IN,4870566595995,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08876,Éric,Nicolas,M,1982-02-17,Martins,CH,CH,,,DI,0729953156129,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08877,Jérôme,Bertrand,M,1985-01-02,Lebon,DE,DE,,,MA,6719481674623,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08878,Roland,Rousseau,F,1960-03-03,Saint Marianne,IT,IT,,,IN,6614141748433,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08879,Margaret,Peron,F,1984-06-01,Neveu,DE,DE,2005-07-18,Masse,SE,1920985404078,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08880,Aurore,Berger,M,1961-02-27,CosteVille,IT,IT,,,SE,3050241954607,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08881,Julien,Bernard,M,1800-01-01,Devaux,IT,IT,,,MA,4922218936459,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08882,Gabrielle,Bousquet,M,1997-05-10,Paul-les-Bains,DE,DE,,,DI,6326255477210,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08883,Marcelle,Andre,M,1977-12-22,Rossi-sur-Mer,CH,CH,,,DI,8096455766291,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08884,Éléonore,Léger,M,2010-02-13,Lebreton,IT,IT,,,DI,7227251151536,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08885,Dorothée,Perrin,M,2016-04-03,Leleudan,FR,FR,,,IN,7922524656929,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08886,Aurore,Antoine,F,1982-01-11,Letellier,IT,ES,2018-02-01,Dufour,IN,5853117395503,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08887,Nicole,Petit,F,1970-10-03,Rey-la-Forêt,FR,FR,,,SE,0354565699954,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08888,Denise,Bonnin,F,1952-10-15,Saint Théodore-les-Bains,DE,DE,,,CE,3058369231819,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08889,Noémi,Gosselin,F,1957-08-06,Gay-la-Forêt,CH,CH,,,VE,9812054684092,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08890,Christine,Lopes,F,1953-07-01,Petitjean,DE,DE,,,IN,5250535053325,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08891,Sylvie,Pasquier,IN,1964-03-17,Paris,FR,FR,,,VE,7485773597695,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08892,Claude,Martinez,F,2014-07-23,Barthelemy,CH,CH,,,DI,7218494604669,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08893,Madeleine,Vaillant,F,1989-07-19,Gosselin,FR,FR,,,SE,1340165556284,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08894,Marianne,Salmon,M,1965-05-24,Samson,FR,FR,,,CE,5329418740453,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08895,Clémence,Joseph,M,1953-10-23,Cordier-sur-Mer,CH,US,1956-07-05,Valentinboeuf,MA,2246448516805,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08896,Diane,Morin,F,1969-08-09,Reynauddan,DE,DE,,,MA,8754073342848,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08897,Valérie,Hernandez,F,1966-05-14,Bourdon,CH,CH,1982-09-01,Roy-sur-Langlois,CE,8286957113096,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08898,Amélie,Laine,M,1997-02-04,DupréBourg,DE,DE,,,VE,3685965551713,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08899,Thibault,Boucher,M,1974-03-09,Bourdon-sur-Mer,FR,FR,,,DI,1355515434011,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08900,Stéphanie,Colas,F,1958-03-25,Fischer-sur-Daniel,IT,IT,,,IN,1964801739346,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08901,Paul,Morin,F,1965-03-02,Rémy,CH,CH,,,MA,6368485035761,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08902,Susan,Nguyen,F,1955-07-23,Langlois-les-Bains,IT,IT,1963-11-21,Bonneau,CE,5200565291030,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08903,Roger,Dubois,M,1997-07-27,Toussaint,FR,ES,,,DI,1385311891744,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08904,Alexandria,Guillon,F,1991-07-23,Sainte René,CH,DE,,,SE,7241250842759,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08905,Pauline,Pruvost,M,1960-09-17,Perriernec,IT,IT,,,DI,9745881609261,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08906,Margot,Paul,M,1981-01-20,Saint Margaud-les-Bains,CH,CH,,,IN,2272031890171,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08907,Virginie,Joly,M,1951-01-26,Rodrigues-sur-Berger,CH,CH,,,VE,3862627386750,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08908,Margot,Leleu,M,1980-05-13,Da Costa,CH,CH,,,VE,5189540379505,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08909,Alice,Vaillant,F,1984-08-13,Dos Santos-les-Bains,DE,DE,,,DI,6892967039226,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08910,Bernard,Jean,F,2015-05-26,Guillaume-sur-Mer,CH,CH,2025-09-03,Munoz-la-Forêt,IN,0912822254992,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08911,Bernard,Chevallier,F,1985-09-27,Saint Denisenec,IT,DE,,,MA,1404184877802,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08912,Claudine,Hernandez,F,2001-08-04,Milletdan,CH,CH,2000-08-15,Leblanc,MA,8883962585664,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08913,Constance,Moulin,M,1962-05-10,Sainte Simone,CH,DE,,,CE,6785429543663,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08914,Vincent,Millet,M,1967-07-15,Collin-sur-Torres,CH,CH,,,DI,0786674696265,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08915,Susanne,Germain,M,2010-05-20,Duprénec,CH,CH,,,CE,3337040046638,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08916,Manon,Martineau,F,1981-12-20,Jacques,CH,CH,,,IN,2691091433897,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08917,Constance,Collin,F,2018-06-19,LabbéVille,IT,IT,,,MA,0854741870749,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08918,Bernard,Benard,F,1996-06-19,Mercier,FR,FR,,,DI,3773877043082,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08919,Claude,Guyon,M,1997-05-12,Delaunay,FR,IT,,,CE,0087942718121,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08920,Lucie,Bouvet,F,1980-03-17,Gillesnec,CH,CH,,,VE,3538409175949,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08921,Raymond,Riou,M,1976-11-17,Marion,CH,DE,,,MA,4960205596505,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08922,Rémy,Benoit,F,1980-09-27,Hubert-les-Bains,IT,IT,,,DI,8379832428329,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08923,Chantal,Da Silva,F,1984-05-25,Bouchet,DE,DE,,,SE,7803677675039,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08924,Franck,Adam,F,2010-02-15,Monnier-sur-Mer,CH,CH,,,IN,9977570819714,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08925,Philippe,Fleury,F,1995-08-09,Dupont,FR,FR,,,DI,6608613406874,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08926,Charles,Klein,F,1973-11-05,Fernandez,IT,IT,,,DI,7543594125229,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08927,Marianne,Gros,M,1985-06-23,Pichon-la-Forêt,FR,FR,,,IN,9238152991336,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08928,Cécile,Auger,M,1967-05-21,Sainte GuillaumeVille,IT,US,,,MA,3061484059620,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08929,Paul,Germain,M,1999-09-20,Saint Henrietteboeuf,CH,CH,,,IN,0753202062582,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08930,Marguerite,Descamps,F,1976-06-18,Sainte Anouk,CH,ES,,,CE,1717716554051,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08931,Alix,Techer,F,1963-11-12,Saint Mauriceboeuf,FR,FR,,,MA,8157663899817,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08932,Dominique,Lévy,F,1950-03-14,Girard,IT,IT,,,VE,4939050709946,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08933,Émilie,Fernandez,IN,1956-10-08,Roche,DE,US,,,,3124413650396,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08934,Julien,Lemoine,F,1991-12-21,Charrier-sur-Ollivier,CH,CH,,,CE,9473746707043,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08935,Audrey,Bouchet,M,2001-07-02,Lemoine,DE,DE,,,SE,9401098095703,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_08936,Dominique,Camus,M,1998-08-28,Jacquot-sur-Auger,CH,CH,,,VE,3498883129669,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
